ProductKey	sku	product_name	product_class_id	subcategory	category	department	product_family	size	brandName	supplier
1586	43671001	Ebony Peaches	99	Fresh Fruit	Fruit	Produce	Food	16.2	Ebony	Rowan Warehouse
1587	43672001	Ebony Plums	99	Fresh Fruit	Fruit	Produce	Food	6.28	Ebony	Rowan Warehouse
1588	43673001	Ebony Potatos	13	Fresh Vegetables	Vegetables	Produce	Food	20.1	Ebony	Rowan Warehouse
1589	43674001	Ebony Prepared Salad	13	Fresh Vegetables	Vegetables	Produce	Food	18.7	Ebony	Rowan Warehouse
1590	43675001	Ebony Red Delcious Apples	99	Fresh Fruit	Fruit	Produce	Food	5.36	Ebony	Rowan Warehouse
1591	43676001	Ebony Red Pepper	13	Fresh Vegetables	Vegetables	Produce	Food	13.8	Ebony	Rowan Warehouse
1592	43677001	Ebony Shitake Mushrooms	13	Fresh Vegetables	Vegetables	Produce	Food	10.3	Ebony	Rowan Warehouse
1593	43678001	Ebony Squash	13	Fresh Vegetables	Vegetables	Produce	Food	16.7	Ebony	Rowan Warehouse
1594	43679001	Ebony Summer Squash	13	Fresh Vegetables	Vegetables	Produce	Food	11	Ebony	Rowan Warehouse
1595	43680001	Ebony Sweet Onion	13	Fresh Vegetables	Vegetables	Produce	Food	14.6	Ebony	Rowan Warehouse
1596	43681001	Ebony Sweet Peas	13	Fresh Vegetables	Vegetables	Produce	Food	5.28	Ebony	Rowan Warehouse
1597	43682001	Ebony Tangerines	99	Fresh Fruit	Fruit	Produce	Food	12.3	Ebony	Rowan Warehouse
1598	43683001	Ebony Tomatos	13	Fresh Vegetables	Vegetables	Produce	Food	16.7	Ebony	Rowan Warehouse
1599	43684001	Ebony Walnuts	1	Nuts	Specialty	Produce	Food	16.7	Ebony	Rowan Warehouse
1600	43685001	Fruit & Grain Apple Cereal Bars	35	Cereal	Breakfast Foods	Breakfast Foods	Food	10.4 oz	Eating Right	Rowan Warehouse
1601	43686001	Fruit & Grain Blueberry Cereal Bars	35	Cereal	Breakfast Foods	Breakfast Foods	Food	10.4 oz	Eating Right	Rowan Warehouse
1602	43687001	Fruit & Grain Mixed Berry Cereal Bars	35	Cereal	Breakfast Foods	Breakfast Foods	Food	10.4 oz	Eating Right	Rowan Warehouse
1603	43688001	Fruit & Grain Raspberry Cereal Bars	35	Cereal	Breakfast Foods	Breakfast Foods	Food	10.4 oz	Eating Right	Rowan Warehouse
1604	43689001	Fruit & Grain Strawberry Cereal Bars	35	Cereal	Breakfast Foods	Breakfast Foods	Food	10.4 oz	Eating Right	Rowan Warehouse
1605	43690001	Raisin Date & Pecan Mulit Grain Cereal	35	Cereal	Breakfast Foods	Breakfast Foods	Food	16 oz	Eating Right	Rowan Warehouse
1606	43691001	Shortbread Cookies	45	Cookies	Snack Foods	Snack Foods	Food	4.4 oz	Eating Right	Rowan Warehouse
1607	43692001	Blueberry Muffin Coffee	90	Coffee	Hot Beverages	Beverages	Drink	11 oz	Dunkin Donuts	Rowan Warehouse
1608	43693001	Caramel Coffee	90	Coffee	Hot Beverages	Beverages	Drink	11 oz	Dunkin Donuts	Rowan Warehouse
1609	43694001	Chocolate Glazed Donut Coffee	90	Coffee	Hot Beverages	Beverages	Drink	11 oz	Dunkin Donuts	Rowan Warehouse
1610	43695001	Coffee Jelly	90	Coffee	Hot Beverages	Beverages	Drink	11 oz	Dunkin Donuts	Rowan Warehouse
1611	43696001	Dark Roast Coffee	90	Coffee	Hot Beverages	Beverages	Drink	11 oz	Dunkin Donuts	Rowan Warehouse
1612	43697001	French Vanilla Coffee	90	Coffee	Hot Beverages	Beverages	Drink	12 oz	Dunkin Donuts	Rowan Warehouse
1613	43698001	French Vanilla Coffee	90	Coffee	Hot Beverages	Beverages	Drink	24 oz	Dunkin Donuts	Rowan Warehouse
1614	43699001	Hazelnut Coffee	90	Coffee	Hot Beverages	Beverages	Drink	12 oz	Dunkin Donuts	Rowan Warehouse
1615	43700001	Original Blend Coffee	90	Coffee	Hot Beverages	Beverages	Drink	12 oz	Dunkin Donuts	Rowan Warehouse
1616	43701001	Original Blend Decaf Coffee	90	Coffee	Hot Beverages	Beverages	Drink	12 oz	Dunkin Donuts	Rowan Warehouse
1617	43702001	Original Resealable Bag Coffee	90	Coffee	Hot Beverages	Beverages	Drink	14 oz	Dunkin Donuts	Rowan Warehouse
1618	43703001	Dual City Lox	24	Fresh Fish	Seafood	Seafood	Food	16.7	Dual City	Rowan Warehouse
1619	43704001	Coffee Cakes Cake	250	Packaged Snacks	Snack Foods	Snack Foods	Food	11.5 oz	Drakes	Rowan Warehouse
1620	43705001	Devil Dogs Cake	250	Packaged Snacks	Snack Foods	Snack Foods	Food	12.8 oz	Drakes	Rowan Warehouse
1621	43706001	Ring Dings Cake	250	Packaged Snacks	Snack Foods	Snack Foods	Food	13.5 oz	Drakes	Rowan Warehouse
1622	43707001	Yodels Cake	250	Packaged Snacks	Snack Foods	Snack Foods	Food	11 oz	Drakes	Rowan Warehouse
1623	43708001	Bananas Bunch	211	Bananas	Fruit	Produce	Food	1 lbs	Dole	Rowan Warehouse
1624	43709001	Juice Orange Peach Mango	30	Juice	Pure Juice Beverages	Beverages	Drink	59 oz	Dole	Rowan Warehouse
1625	43710001	Discover Rice Medly	57	Rice	Starchy Foods	Starchy Foods	Food	13.5	Discover	Rowan Warehouse
1626	43711001	Discover Thai Rice	57	Rice	Starchy Foods	Starchy Foods	Food	17.2	Discover	Rowan Warehouse
1627	43712001	Hearty Meals Beef Stew	58	Soup	Canned Soup	Canned Foods	Food	20 oz	Dinty Moore	Rowan Warehouse
1628	43713001	Denny Counter Cleaner	21	Cleaners	Cleaning Supplies	Household	Non-Consumable	7.39	Denny	Rowan Warehouse
1629	43714001	Denny Glass Cleaner	21	Cleaners	Cleaning Supplies	Household	Non-Consumable	18.2	Denny	Rowan Warehouse
1630	43715001	Denny Room Freshener	20	Deodorizers	Cleaning Supplies	Household	Non-Consumable	13.7	Denny	Rowan Warehouse
1631	43716001	Denny Toilet Bowl Cleaner	21	Cleaners	Cleaning Supplies	Household	Non-Consumable	6.47	Denny	Rowan Warehouse
1632	43717001	Baby Shampoo Original	79	Shampoo	Bathroom Products	Health and Hygiene	Non-Consumable	12 oz	Delta	Rowan Warehouse
1633	43718001	Diced Mango Fruit Cup	3	Canned Fruit	Fruit	Canned Foods	Food	16 oz	Del Monte	Rowan Warehouse
1634	43719001	Fruit Burst Squeezers Mixed Berry	52	Flavored Drinks	Drinks	Beverages	Drink	12.8 oz	Del Monte	Rowan Warehouse
1635	43720001	Pear Halves In 100% Juice	30	Juice	Pure Juice Beverages	Beverages	Drink	15.25 oz	Del Monte	Rowan Warehouse
1636	43721001	Cutting Edge Beef Bologna	91	Bologna	Meat	Deli	Food	4.67	Cutting Edge	Rowan Warehouse
1637	43722001	Cutting Edge Chicken Hot Dogs	81	Hot Dogs	Meat	Deli	Food	17.2	Cutting Edge	Rowan Warehouse
1638	43723001	Cutting Edge Cole Slaw	16	Deli Salads	Side Dishes	Deli	Food	4.19	Cutting Edge	Rowan Warehouse
1639	43724001	Cutting Edge Corned Beef	8	Deli Meats	Meat	Deli	Food	9.19	Cutting Edge	Rowan Warehouse
1640	43725001	Cutting Edge Foot-Long Hot Dogs	81	Hot Dogs	Meat	Deli	Food	5.67	Cutting Edge	Rowan Warehouse
1641	43726001	Cutting Edge Low Fat Bologna	91	Bologna	Meat	Deli	Food	11.8	Cutting Edge	Rowan Warehouse
1642	43727001	Cutting Edge Low Fat Cole Slaw	16	Deli Salads	Side Dishes	Deli	Food	6.65	Cutting Edge	Rowan Warehouse
1643	43728001	Cutting Edge Pimento Loaf	91	Bologna	Meat	Deli	Food	9.5	Cutting Edge	Rowan Warehouse
1644	43729001	Cutting Edge Potato Salad	16	Deli Salads	Side Dishes	Deli	Food	7.47	Cutting Edge	Rowan Warehouse
1645	43730001	Cutting Edge Roasted Chicken	77	Fresh Chicken	Meat	Deli	Food	14.6	Cutting Edge	Rowan Warehouse
1646	43731001	Cutting Edge Sliced Chicken	8	Deli Meats	Meat	Deli	Food	4.86	Cutting Edge	Rowan Warehouse
1647	43732001	Cutting Edge Sliced Ham	8	Deli Meats	Meat	Deli	Food	17.6	Cutting Edge	Rowan Warehouse
1648	43733001	Cutting Edge Sliced Turkey	8	Deli Meats	Meat	Deli	Food	9.89	Cutting Edge	Rowan Warehouse
1649	43734001	Cutting Edge Turkey Hot Dogs	81	Hot Dogs	Meat	Deli	Food	19.8	Cutting Edge	Rowan Warehouse
1650	43735001	Curlew Lox	24	Fresh Fish	Seafood	Seafood	Food	6.97	Curlew	Rowan Warehouse
1651	43736001	3D White Arctic Fresh	39	Personal Hygiene	Hygiene	Health and Hygiene	Non-Consumable	7 oz	Crest	Rowan Warehouse
1652	43737001	Lasagna Pasta	5	Pasta	Starchy Foods	Starchy Foods	Food	16 oz	Creamette	Rowan Warehouse
1653	43738001	Lemonade Yellow	52	Flavored Drinks	Drinks	Beverages	Drink	12 pkg	Country Time	Rowan Warehouse
1654	43739001	Spread Original	275	Other Baking Goods	Baking Goods	Baking Products	Food	45 oz	Country Crock	Rowan Warehouse
1655	43740001	Cormorant Counter Cleaner	21	Cleaners	Cleaning Supplies	Household	Non-Consumable	16.6	Cormorant	Rowan Warehouse
1656	43741001	Cormorant Glass Cleaner	21	Cleaners	Cleaning Supplies	Household	Non-Consumable	18.1	Cormorant	Rowan Warehouse
1657	43742001	Cormorant Room Freshener	20	Deodorizers	Cleaning Supplies	Household	Non-Consumable	4.21	Cormorant	Rowan Warehouse
1658	43743001	Cormorant Toilet Bowl Cleaner	21	Cleaners	Cleaning Supplies	Household	Non-Consumable	13.8	Cormorant	Rowan Warehouse
1659	43744001	Consolidated 200 MG Acetominifen	72	Acetominifen	Pain Relievers	Health and Hygiene	Non-Consumable	11.6	Consolidated	Rowan Warehouse
1660	43745001	Consolidated 200 MG Ibuprofen	71	Ibuprofen	Pain Relievers	Health and Hygiene	Non-Consumable	8	Consolidated	Rowan Warehouse
1661	43746001	Consolidated Buffered Aspirin	70	Aspirin	Pain Relievers	Health and Hygiene	Non-Consumable	6.56	Consolidated	Rowan Warehouse
1662	43747001	Consolidated Childrens Aspirin	70	Aspirin	Pain Relievers	Health and Hygiene	Non-Consumable	11	Consolidated	Rowan Warehouse
1663	43748001	Consolidated Mint Mouthwash	74	Mouthwash	Bathroom Products	Health and Hygiene	Non-Consumable	13.5	Consolidated	Rowan Warehouse
1664	43749001	Rotel Diced Tomatoes& Green Chilies	62	Canned Vegetables	Vegetables	Canned Foods	Food	10 oz	Con Agar Foods	Rowan Warehouse
1665	43750001	Colossal Rice Medly	57	Rice	Starchy Foods	Starchy Foods	Food	12	Colossal	Rowan Warehouse
1666	43751001	Colossal Thai Rice	57	Rice	Starchy Foods	Starchy Foods	Food	11.3	Colossal	Rowan Warehouse
1667	43752001	FF & LS Broth Chicken	58	Soup	Canned Soup	Canned Foods	Food	32 oz	College Inn	Rowan Warehouse
1668	43753001	Fanta Orange Soda	19	Soda	Carbonated Beverages	Beverages	Drink	67.6 oz	Coke	Rowan Warehouse
1669	43754001	Original Soda	19	Soda	Carbonated Beverages	Beverages	Drink	67.6 oz	Coke	Rowan Warehouse
1670	43755001	Sprite Soda	19	Soda	Carbonated Beverages	Beverages	Drink	67.6 oz	Coke	Rowan Warehouse
1671	43756001	Bagels Cinnamon Raisin	25	Bagels	Bread	Baked Goods	Food	21 oz	Cobblestone Mill	Rowan Warehouse
1672	43757001	Bagels Plain	25	Bagels	Bread	Baked Goods	Food	21 oz	Cobblestone Mill	Rowan Warehouse
1673	43758001	Club Blueberry Yogurt	6	Yogurt	Dairy	Dairy	Food	11.1	Club	Rowan Warehouse
1674	43759001	Club Cheese Spread	11	Cheese	Dairy	Dairy	Food	13.5	Club	Rowan Warehouse
1675	43760001	Club Havarti Cheese	11	Cheese	Dairy	Dairy	Food	7.94	Club	Rowan Warehouse
1676	43761001	Club Head Cheese	11	Cheese	Dairy	Dairy	Food	5.4	Club	Rowan Warehouse
1677	43762001	Club Jack Cheese	11	Cheese	Dairy	Dairy	Food	12.3	Club	Rowan Warehouse
1678	43763001	Club Large Curd Cottage Cheese	15	Cottage Cheese	Dairy	Dairy	Food	12.3	Club	Rowan Warehouse
1679	43764001	Club Low Fat Cottage Cheese	15	Cottage Cheese	Dairy	Dairy	Food	15.7	Club	Rowan Warehouse
1680	43765001	Club Low Fat Sour Cream	14	Sour Cream	Dairy	Dairy	Food	9.69	Club	Rowan Warehouse
1681	43766001	Club Low Fat String Cheese	11	Cheese	Dairy	Dairy	Food	15	Club	Rowan Warehouse
1682	43767001	Club Mild Cheddar Cheese	11	Cheese	Dairy	Dairy	Food	7.57	Club	Rowan Warehouse
1683	43768001	Club Muenster Cheese	11	Cheese	Dairy	Dairy	Food	15.7	Club	Rowan Warehouse
1684	43769001	Club Sharp Cheddar Cheese	11	Cheese	Dairy	Dairy	Food	16.7	Club	Rowan Warehouse
1685	43770001	Club Sour Cream	14	Sour Cream	Dairy	Dairy	Food	11.6	Club	Rowan Warehouse
1686	43771001	Club Strawberry Yogurt	6	Yogurt	Dairy	Dairy	Food	11.3	Club	Rowan Warehouse
1687	43772001	Club String Cheese	11	Cheese	Dairy	Dairy	Food	3.3	Club	Rowan Warehouse
1688	43773001	Disinfecting Wipes Lemon Fresh	21	Cleaners	Cleaning Supplies	Household	Non-Consumable	35 pkg	Clorox	Rowan Warehouse
1689	43774001	Ultra Liquid Bleach Mountain Fresh	21	Cleaners	Cleaning Supplies	Household	Non-Consumable	96 oz	Clorox	Rowan Warehouse
1690	43775001	Alfredo Sauce Sun-Dried Tomato	48	Sauces	Baking Goods	Baking Products	Food	26 oz	Classico	Rowan Warehouse
1691	43776001	Pasta Sauce Four Cheese	48	Sauces	Baking Goods	Baking Products	Food	24 oz	Classico	Rowan Warehouse
1692	43777001	Pasta Sauce Vodka	48	Sauces	Baking Goods	Baking Products	Food	24 oz	Classico	Rowan Warehouse
1693	43778001	Choice Malted Milk Balls	36	Chocolate Candy	Candy	Snack Foods	Food	6.64	Choice	Rowan Warehouse
1694	43779001	Choice Mint Chocolate Bar	36	Chocolate Candy	Candy	Snack Foods	Food	8.6	Choice	Rowan Warehouse
1695	43780001	Choice Mints	38	Hard Candy	Candy	Snack Foods	Food	17.3	Choice	Rowan Warehouse
1696	43781001	Choice Semi-Sweet Chocolate Bar	36	Chocolate Candy	Candy	Snack Foods	Food	20.7	Choice	Rowan Warehouse
1697	43782001	Choice Spicy Mints	38	Hard Candy	Candy	Snack Foods	Food	16.6	Choice	Rowan Warehouse
1698	43783001	Choice Tasty Candy Bar	36	Chocolate Candy	Candy	Snack Foods	Food	15.2	Choice	Rowan Warehouse
1699	43784001	Choice White Chocolate Bar	36	Chocolate Candy	Candy	Snack Foods	Food	18.8	Choice	Rowan Warehouse
1700	43785001	100% Colombian Coffee	90	Coffee	Hot Beverages	Beverages	Drink	10.3 oz	Chock Full O Nuts	Rowan Warehouse
1701	43786001	Coffee Regular	90	Coffee	Hot Beverages	Beverages	Drink	26 oz	Chock Full O Nuts	Rowan Warehouse
1702	43787001	Regular Coffee	90	Coffee	Hot Beverages	Beverages	Drink	10.3 oz	Chock Full O Nuts	Rowan Warehouse
1703	43788001	Snack Mix Chocolate Peanut	82	Crackers	Snack Foods	Snack Foods	Food	8 oz	Chex Mix	Rowan Warehouse
1704	43789001	Beefaroni Whole Grain	270	Canned Meals	Canned Meals	Canned Foods	Food	15 oz	Chef Boyardee	Rowan Warehouse
1705	43790001	Mini Bites Dinos & Meatballs	270	Canned Meals	Canned Meals	Canned Foods	Food	15 oz	Chef Boyardee	Rowan Warehouse
1706	43791001	Ravioli Beef	270	Canned Meals	Canned Meals	Canned Foods	Food	15 oz	Chef Boyardee	Rowan Warehouse
1707	43792001	CDR Brown Sugar	50	Sugar	Baking Goods	Baking Products	Food	8.3	CDR	Rowan Warehouse
1708	43793001	CDR Canola Oil	49	Cooking Oil	Baking Goods	Baking Products	Food	18.3	CDR	Rowan Warehouse
1709	43794001	CDR Chunky Peanut Butter	53	Peanut Butter	Jams and Jellies	Baking Products	Food	5.63	CDR	Rowan Warehouse
1710	43795001	CDR Corn Oil	49	Cooking Oil	Baking Goods	Baking Products	Food	18.2	CDR	Rowan Warehouse
1711	43796001	CDR Creamy Peanut Butter	53	Peanut Butter	Jams and Jellies	Baking Products	Food	3.94	CDR	Rowan Warehouse
1712	43797001	CDR Extra Chunky Peanut Butter	53	Peanut Butter	Jams and Jellies	Baking Products	Food	9.5	CDR	Rowan Warehouse
1713	43798001	CDR Oregano	4	Spices	Baking Goods	Baking Products	Food	13.3	CDR	Rowan Warehouse
1714	43799001	CDR Pepper	4	Spices	Baking Goods	Baking Products	Food	14.1	CDR	Rowan Warehouse
1715	43800001	CDR Salt	4	Spices	Baking Goods	Baking Products	Food	16.8	CDR	Rowan Warehouse
1716	43801001	CDR Sesame Oil	49	Cooking Oil	Baking Goods	Baking Products	Food	7.69	CDR	Rowan Warehouse
1717	43802001	CDR Vegetable Oil	49	Cooking Oil	Baking Goods	Baking Products	Food	19.3	CDR	Rowan Warehouse
1718	43803001	CDR White Sugar	50	Sugar	Baking Goods	Baking Products	Food	4.42	CDR	Rowan Warehouse
1719	43804001	Carrington Beef TV Dinner	10	TV Dinner	Frozen Entrees	Frozen Foods	Food	20.2	Carrington	Rowan Warehouse
1720	43805001	Carrington Chicken TV Dinner	10	TV Dinner	Frozen Entrees	Frozen Foods	Food	6.06	Carrington	Rowan Warehouse
1721	43806001	Carrington Fajita French Fries	63	French Fries	Vegetables	Frozen Foods	Food	14.1	Carrington	Rowan Warehouse
1722	43807001	Carrington Frozen Broccoli	60	Frozen Vegetables	Vegetables	Frozen Foods	Food	15.2	Carrington	Rowan Warehouse
1723	43808001	Carrington Frozen Carrots	60	Frozen Vegetables	Vegetables	Frozen Foods	Food	7.89	Carrington	Rowan Warehouse
1724	43809001	Carrington Frozen Cauliflower	60	Frozen Vegetables	Vegetables	Frozen Foods	Food	8.18	Carrington	Rowan Warehouse
1725	43810001	Carrington Frozen Cheese Pizza	64	Pizza	Pizza	Frozen Foods	Food	18.2	Carrington	Rowan Warehouse
1726	43811001	Carrington Frozen Chicken Breast	100	Frozen Chicken	Meat	Frozen Foods	Food	8.92	Carrington	Rowan Warehouse
1727	43812001	Carrington Frozen Chicken Thighs	100	Frozen Chicken	Meat	Frozen Foods	Food	19.5	Carrington	Rowan Warehouse
1728	43813001	Carrington Frozen Chicken Wings	100	Frozen Chicken	Meat	Frozen Foods	Food	8.39	Carrington	Rowan Warehouse
1729	43814001	Carrington Frozen Corn	60	Frozen Vegetables	Vegetables	Frozen Foods	Food	9.89	Carrington	Rowan Warehouse
1730	43815001	Carrington Frozen Mushroom Pizza	64	Pizza	Pizza	Frozen Foods	Food	15.5	Carrington	Rowan Warehouse
1731	43816001	Carrington Frozen Peas	60	Frozen Vegetables	Vegetables	Frozen Foods	Food	19.7	Carrington	Rowan Warehouse
1732	43817001	Carrington Frozen Pepperoni Pizza	64	Pizza	Pizza	Frozen Foods	Food	11.1	Carrington	Rowan Warehouse
1733	43818001	Carrington Frozen Sausage Pizza	64	Pizza	Pizza	Frozen Foods	Food	17.7	Carrington	Rowan Warehouse
1734	43819001	Carrington Grape Popsicles	110	Popsicles	Frozen Desserts	Frozen Foods	Food	10.5	Carrington	Rowan Warehouse
1735	43820001	Carrington Home Style French Fries	63	French Fries	Vegetables	Frozen Foods	Food	5.86	Carrington	Rowan Warehouse
1736	43821001	Carrington Ice Cream	9	Ice Cream	Frozen Desserts	Frozen Foods	Food	14.7	Carrington	Rowan Warehouse
1737	43822001	Carrington Ice Cream Sandwich	9	Ice Cream	Frozen Desserts	Frozen Foods	Food	12.8	Carrington	Rowan Warehouse
1738	43823001	Carrington Lemon Popsicles	110	Popsicles	Frozen Desserts	Frozen Foods	Food	9.5	Carrington	Rowan Warehouse
1739	43824001	Carrington Lime Popsicles	110	Popsicles	Frozen Desserts	Frozen Foods	Food	18.2	Carrington	Rowan Warehouse
1740	43825001	Carrington Low Fat French Fries	63	French Fries	Vegetables	Frozen Foods	Food	6.14	Carrington	Rowan Warehouse
1741	43826001	Carrington Orange Popsicles	110	Popsicles	Frozen Desserts	Frozen Foods	Food	12.6	Carrington	Rowan Warehouse
1742	43827001	Carrington Turkey TV Dinner	10	TV Dinner	Frozen Entrees	Frozen Foods	Food	9.19	Carrington	Rowan Warehouse
1743	43828001	Original Malted Milk Drink Mix	51	Chocolate	Hot Beverages	Beverages	Drink	13 oz	Carnation	Rowan Warehouse
1744	43829001	Carlson Blueberry Yogurt	6	Yogurt	Dairy	Dairy	Food	10.8	Carlson	Rowan Warehouse
1745	43830001	Carlson Cheese Spread	11	Cheese	Dairy	Dairy	Food	6.71	Carlson	Rowan Warehouse
1746	43831001	Carlson Havarti Cheese	11	Cheese	Dairy	Dairy	Food	12.1	Carlson	Rowan Warehouse
1747	43832001	Carlson Head Cheese	11	Cheese	Dairy	Dairy	Food	9.8	Carlson	Rowan Warehouse
1748	43833001	Carlson Jack Cheese	11	Cheese	Dairy	Dairy	Food	9.19	Carlson	Rowan Warehouse
1749	43834001	Carlson Large Curd Cottage Cheese	15	Cottage Cheese	Dairy	Dairy	Food	16.6	Carlson	Rowan Warehouse
1750	43835001	Carlson Low Fat Cottage Cheese	15	Cottage Cheese	Dairy	Dairy	Food	8.77	Carlson	Rowan Warehouse
1751	43836001	Carlson Low Fat Sour Cream	14	Sour Cream	Dairy	Dairy	Food	11.1	Carlson	Rowan Warehouse
1752	43837001	Carlson Low Fat String Cheese	11	Cheese	Dairy	Dairy	Food	6.8	Carlson	Rowan Warehouse
1753	43838001	Carlson Mild Cheddar Cheese	11	Cheese	Dairy	Dairy	Food	9.89	Carlson	Rowan Warehouse
1754	43839001	Carlson Muenster Cheese	11	Cheese	Dairy	Dairy	Food	16.2	Carlson	Rowan Warehouse
1755	43840001	Carlson Sharp Cheddar Cheese	11	Cheese	Dairy	Dairy	Food	15.1	Carlson	Rowan Warehouse
1756	43841001	Carlson Sour Cream	14	Sour Cream	Dairy	Dairy	Food	5.78	Carlson	Rowan Warehouse
1757	43842001	Carlson Strawberry Yogurt	6	Yogurt	Dairy	Dairy	Food	12.8	Carlson	Rowan Warehouse
1758	43843001	Carlson String Cheese	11	Cheese	Dairy	Dairy	Food	18.8	Carlson	Rowan Warehouse
1759	43844001	Daybreak Morning Blend Coffee	90	Coffee	Hot Beverages	Beverages	Drink	12 oz	Caribou	Rowan Warehouse
1760	43845001	Original Blend Coffee	90	Coffee	Hot Beverages	Beverages	Drink	12 oz	Caribou	Rowan Warehouse
1761	43846001	Coastal Cooler Strawberry Banana	52	Flavored Drinks	Drinks	Beverages	Drink	10 ct	Capri Sun	Rowan Warehouse
1762	43847001	Roarin Waters Berry Berry Juice	30	Juice	Pure Juice Beverages	Beverages	Drink	10 ct	Capri Sun	Rowan Warehouse
1763	43848001	SuperV Apple	52	Flavored Drinks	Drinks	Beverages	Drink	10 ct	Capri Sun	Rowan Warehouse
1764	43849001	Potato Chips Snacks	12	Chips	Snack Foods	Snack Foods	Food	8 oz	Cape Cod	Rowan Warehouse
1765	43850001	Dog Treats Beef	247	Pet Foods	Pet Foods	Pet Foods	Non-Consumable	12 oz	Canine Carry Out	Rowan Warehouse
1766	43851001	Chicken Noodle Low Sodium	58	Soup	Canned Soup	Canned Foods	Food	10.75 oz	Campbells	Rowan Warehouse
1767	43852001	Cream Of Chicken Soup	58	Soup	Canned Soup	Canned Foods	Food	10.5 oz	Campbells	Rowan Warehouse
1768	43853001	Cream Of Mushroom Soup	58	Soup	Canned Soup	Canned Foods	Food	10.5 oz	Campbells	Rowan Warehouse
1769	43854001	Gravy Turkey	48	Sauces	Baking Goods	Baking Products	Food	14.5 oz	Campbells	Rowan Warehouse
1770	43855001	Soup Cream Of Mushroom	58	Soup	Canned Soup	Canned Foods	Food	26 oz	Campbells	Rowan Warehouse
1771	43856001	Spaghetti O's Plus Calcium	58	Soup	Canned Soup	Canned Foods	Food	14.2 oz	Campbells	Rowan Warehouse
1772	43857001	Espresso Coffee	90	Coffee	Hot Beverages	Beverages	Drink	12 oz	Cafe La Llave	Rowan Warehouse
1773	43858001	Decaf Coffee	90	Coffee	Hot Beverages	Beverages	Drink	10 oz	Bustello Cafe	Rowan Warehouse
1774	43859001	Regular Coffee	90	Coffee	Hot Beverages	Beverages	Drink	10 oz	Bustello Cafe	Rowan Warehouse
1775	43860001	Brown Sugar Hickory Baked Beans	62	Canned Vegetables	Vegetables	Canned Foods	Food	28 oz	Bushs	Rowan Warehouse
1776	43861001	Country Style Baked Beans	62	Canned Vegetables	Vegetables	Canned Foods	Food	28 oz	Bushs	Rowan Warehouse
1777	43862001	Country Style Baked Beans	62	Canned Vegetables	Vegetables	Canned Foods	Food	8.3 oz	Bushs	Rowan Warehouse
1778	43863001	Homestyle Baked Beans	62	Canned Vegetables	Vegetables	Canned Foods	Food	16 oz	Bushs	Rowan Warehouse
1779	43864001	Homestyle Baked Beans	62	Canned Vegetables	Vegetables	Canned Foods	Food	28 oz	Bushs	Rowan Warehouse
1780	43865001	Honey Baked Beans	62	Canned Vegetables	Vegetables	Canned Foods	Food	28 oz	Bushs	Rowan Warehouse
1781	43866001	Maple Cured Bacon Baked Baked Beans	62	Canned Vegetables	Vegetables	Canned Foods	Food	16 oz	Bushs	Rowan Warehouse
1782	43867001	Maple Cured Bacon Baked Beans	62	Canned Vegetables	Vegetables	Canned Foods	Food	28 oz	Bushs	Rowan Warehouse
1783	43868001	Original Baked Beans	62	Canned Vegetables	Vegetables	Canned Foods	Food	16 oz	Bushs	Rowan Warehouse
1784	43869001	Original Baked Beans	62	Canned Vegetables	Vegetables	Canned Foods	Food	28 oz	Bushs	Rowan Warehouse
1785	43870001	Original Baked Beans	62	Canned Vegetables	Vegetables	Canned Foods	Food	55 oz	Bushs	Rowan Warehouse
1786	43871001	Original Baked Beans	62	Canned Vegetables	Vegetables	Canned Foods	Food	8.3 oz	Bushs	Rowan Warehouse
1787	43872001	Vegetarian Baked Beans	62	Canned Vegetables	Vegetables	Canned Foods	Food	16 oz	Bushs	Rowan Warehouse
1788	43873001	Vegetarian Baked Beans	62	Canned Vegetables	Vegetables	Canned Foods	Food	28 oz	Bushs	Rowan Warehouse
1789	43874001	Vegetarian Baked Beans	62	Canned Vegetables	Vegetables	Canned Foods	Food	8.3 oz	Bushs	Rowan Warehouse
1790	43875001	Certified Angus Beef Burger	256	Beef	Meat	Frozen Foods	Food	2 lbs	Bubba	Rowan Warehouse
1791	43876001	Juice Grape	30	Juice	Pure Juice Beverages	Beverages	Drink	59 oz	Bright And Early	Rowan Warehouse
1792	43877001	Bravo Beef Soup	58	Soup	Canned Soup	Canned Foods	Food	14.2	Bravo	Rowan Warehouse
1793	43878001	Bravo Canned Beets	62	Canned Vegetables	Vegetables	Canned Foods	Food	5.8	Bravo	Rowan Warehouse
1794	43879001	Bravo Canned Peas	62	Canned Vegetables	Vegetables	Canned Foods	Food	15.5	Bravo	Rowan Warehouse
1795	43880001	Bravo Canned String Beans	62	Canned Vegetables	Vegetables	Canned Foods	Food	7.63	Bravo	Rowan Warehouse
1796	43881001	Bravo Canned Tomatos	62	Canned Vegetables	Vegetables	Canned Foods	Food	11.3	Bravo	Rowan Warehouse
1797	43882001	Bravo Canned Tuna in Oil	93	Tuna	Canned Tuna	Canned Foods	Food	7.71	Bravo	Rowan Warehouse
1798	43883001	Bravo Canned Tuna in Water	93	Tuna	Canned Tuna	Canned Foods	Food	9.69	Bravo	Rowan Warehouse
1799	43884001	Bravo Canned Yams	62	Canned Vegetables	Vegetables	Canned Foods	Food	6.38	Bravo	Rowan Warehouse
